,Unnamed: 0,BusinessYear,StateCode,IssuerId,SourceName,VersionNum,ImportDate,IssuerId2,StateCode2,ServiceAreaId,ServiceAreaName,CoverEntireState,County,PartialCounty,ZipCodes,PartialCountyJustification,RowNumber,MarketCoverage,DentalOnlyPlan,DentalOnly
14781,14781,2016,VA,42808,SERFF,4,2015-08-25 12:56:34,42808,VA,VAS002,"DentalGuard Preferred PPO Group ON, Individual ON & OFF Exchange",No,51036.0,No,,,19,Individual,Yes,
19465,3587,2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,Southeast,No,29201.0,No,,,85,Individual,,No
11732,11732,2016,MI,67577,SERFF,3,2015-08-25 12:56:34,67577,MI,MIS001,AHL PPO,No,26073.0,No,,,21,Individual,No,
8550,8550,2016,AR,65817,SERFF,4,2015-08-27 03:52:03,65817,AR,ARS001,AR IEX Compass,Yes,,,,,13,Individual,No,
13210,13210,2016,OH,64353,SERFF,10,2015-10-21 17:48:08,64353,OH,OHS001,Molina,No,39035.0,No,,,18,Individual,No,
2265,2265,2016,MO,32753,HIOS,14,2015-10-18 12:35:12,32753,MO,MOS006,Healthy Alliance Life Co(Anthem BCBS)08,No,29213.0,No,,,156,,,
40799,16047,2015,SD,61214,SERFF,4,2014-10-28 20:25:58,61214,SD,SDS001,Service Area 1,No,46003.0,Yes,"57368, 57375",We cannot establish economically viable contracts with sufficient providers or types of providers in these areas to serve an entire county.  Our dental PPO plans offer lower cost-sharing when Insureds obtain care from a network provider.  It is in the best interest of potential enrollees that only those who can access a network provider can purchase our dental PPO plans.,13,SHOP (Small Group),,Yes
30479,5727,2015,PA,33906,HIOS,9,2014-09-06 03:39:47,33906,PA,PAS002,OAMC_Pennsylvania_Costco_Off Exchange,No,42033.0,No,,,35,,,
7379,7379,2016,WI,79597,HIOS,3,2015-08-07 03:04:31,79597,WI,WIS001,DDWI Service Area 1,Yes,,,,,13,,,
18375,2497,2014,PA,82795,HIOS,8,2013-11-26 13:14:08,82795,PA,PAS001,CBC Service Area 21,No,42133.0,No,,,32,,,
20755,4877,2014,IL,20129,SERFF,10,2014-01-22 11:51:12,20129,IL,ILS001,Illinois,No,17087.0,No,,,54,SHOP (Small Group),,No
31862,7110,2015,TX,23891,HIOS,10,2014-11-15 04:52:41,23891,TX,TXS001,DHMO,No,48339.0,No,,,145,,,
26241,1489,2015,GA,49046,HIOS,19,2015-01-16 17:32:32,49046,GA,GAS002,"BCBS Healthcare Plan of Georgia, Inc.01",No,13273.0,No,,,23,,,
23726,7848,2014,VA,13756,SERFF,5,2014-01-22 11:51:12,13756,VA,VAS001,VA FFS Exchange,Yes,,,,,13,SHOP (Small Group),,Yes
23530,7652,2014,VA,20507,SERFF,7,2014-03-13 08:40:27,20507,VA,VAS001,OHP Individual Product Service Area,No,51023.0,No,,,23,Individual,,No
2286,2286,2016,MO,32753,HIOS,14,2015-10-18 12:35:12,32753,MO,MOS008,Healthy Alliance Life Co(Anthem BCBS)10,No,29143.0,No,,,177,,,
8299,8299,2016,DE,76168,SERFF,5,2015-10-21 17:48:08,76168,DE,DES001,Highmark BCBS Delaware Service Area,Yes,,,,,13,Individual,No,
384,384,2016,FL,18628,HIOS,10,2015-10-18 12:35:12,18628,FL,FLS003,HMO_Florida_Savings Plus_Off Exchange,No,12089.0,No,,,71,,,
16956,1078,2014,MO,34762,HIOS,6,2014-01-16 07:24:04,34762,MO,MOS002,Select,No,29095.0,No,,,44,,,
5012,5012,2016,PA,70194,HIOS,10,2015-11-14 04:47:21,70194,PA,PAS003,Zone C - West,No,42065.0,No,,,62,,,
4549,4549,2016,PA,36247,HIOS,8,2015-08-26 09:56:12,36247,PA,PAS006,Zone F - Central,No,42077.0,No,,,111,,,
25230,478,2015,FL,16842,HIOS,6,2015-05-20 14:11:45,16842,FL,FLS002,BlueSelect,No,12115.0,No,,,42,,,
36437,11685,2015,MI,12858,SERFF,4,2015-01-21 12:15:34,12858,MI,MIS001,Michigan,No,26027.0,No,,,25,SHOP (Small Group),,Yes
9032,9032,2016,IL,36096,SERFF,23,2015-11-19 07:02:40,36096,IL,ILS082,Blue Precision HMO,No,17113.0,No,,,33,Individual,No,
32945,8193,2015,TX,91716,HIOS,9,2014-09-06 03:39:47,91716,TX,TXS004,OAMC_TX_Memorial Herman,No,48339.0,No,,,87,,,
36235,11483,2015,MI,20393,SERFF,5,2015-01-21 12:15:34,20393,MI,MIS001,Service Area O,No,26119.0,No,,,34,Individual,,No
20984,5106,2014,IL,79763,SERFF,7,2014-01-22 11:51:12,79763,IL,ILS002,Attribution Model,No,17043.0,No,,,15,Individual,,No
21693,5815,2014,MI,35700,SERFF,6,2014-01-22 11:51:12,35700,MI,MIS001,State of Michigan,Yes,,,,,13,Individual,,Yes
27520,2768,2015,LA,87390,HIOS,4,2014-08-27 03:27:11,87390,LA,LAS001,DentalGuard Preferred PPO- LA,No,22101.0,No,,,43,,,
12561,12561,2016,NE,29678,SERFF,5,2015-09-25 06:20:33,29678,NE,NES003,PPO Outside Metro,No,31163.0,No,,,95,Individual,No,
16808,930,2014,MI,11083,HIOS,3,2013-10-16 16:52:58,11083,MI,MIS001,MetLife Preferred Program,Yes,,,,,13,,,
11713,11713,2016,MI,66587,SERFF,4,2015-08-24 05:58:52,66587,MI,MIS002,Individual PPO - MI,No,26147.0,No,,,55,Individual,Yes,
33554,8802,2015,WI,79475,HIOS,18,2015-02-18 06:26:47,79475,WI,WIS001,Compcare Health Serv Ins Co(Anthem BCBS)All,No,55075.0,No,,,47,,,
3196,3196,2016,NC,11512,HIOS,10,2015-08-26 09:56:12,11512,NC,NCS006,Blue Local with Carolinas HealthCare System,No,37007.0,No,,,147,,,
22409,6531,2014,MI,41895,SERFF,10,2014-01-22 11:51:12,41895,MI,MIS050,Wayne,No,26163.0,No,,,14,Individual,,No
24590,8712,2014,VA,54965,SERFF,4,2013-09-05 10:37:54,54965,VA,VAS002,DDS PPO,No,51007.0,No,,,132,Individual,,Yes
16730,852,2014,LA,67202,HIOS,9,2014-01-15 07:08:32,67202,LA,LAS002,Baton Rouge Service Area,No,22117.0,No,,,32,,,
32783,8031,2015,TX,55409,HIOS,14,2015-01-16 17:32:32,55409,TX,TXS002,Houston,No,48039.0,Yes,"77430, 77431, 77511, 77512, 77515, 77516, 77534, 77577, 77578, 77581, 77583, 77584, 77588",55409_partialcounty_TXS002_Brazoria,37,,,
8670,8670,2016,IA,71051,SERFF,3,2015-08-27 03:52:03,71051,IA,IAS001,IA Service Area,Yes,,,,,13,Individual,Yes,
17985,2107,2014,OK,87571,HIOS,9,2014-01-21 08:29:49,87571,OK,OKS002,Blue Preferred PPO,No,40121.0,No,,,72,,,
20832,4954,2014,IL,20129,SERFF,10,2014-01-22 11:51:12,20129,IL,ILS001,Illinois,No,17175.0,No,,,92,SHOP (Small Group),,No
9484,9484,2016,IL,85099,SERFF,5,2015-08-27 03:52:03,85099,IL,ILS002,"DentalGuard Preferred PPO Group ON, Individual ON & OFF Exchange",No,17097.0,No,,,23,Individual,Yes,
38108,13356,2015,MI,61465,SERFF,3,2014-09-11 12:10:19,61465,MI,MIS001,Michigan,No,26033.0,No,,,28,SHOP (Small Group),,Yes
18176,2298,2014,PA,59656,HIOS,6,2014-01-21 08:29:49,59656,PA,PAS001,PA DHMO MONTG Exchange,No,42091.0,No,,,40,,,
35434,10682,2015,KS,21004,SERFF,1,2014-09-05 06:40:30,21004,KS,KSS001,Kansas Service Area,No,20113.0,No,,,41,SHOP (Small Group),,Yes
34152,9400,2015,VA,88380,OPM,7,2014-12-12 12:37:36,88380,VA,VAS201,"HealthKeepers, Inc(Anthem BCBS)All",No,51053.0,No,,,46,Individual,,No
28705,3953,2015,NC,11512,HIOS,9,2015-01-16 17:32:32,11512,NC,NCS002,Blue Value Target,No,37145.0,No,,,30,,,
39547,14795,2015,NE,50022,SERFF,2,2014-09-05 06:40:30,50022,NE,NES001,Service Area 1,No,31161.0,Yes,"69343, 69347, 69351, 69360, 69365",We cannot establish economically viable contracts with sufficient providers or types of providers in these areas to serve an entire county.  Our dental PPO plans offer lower cost-sharing when Insureds obtain care from a network provider.,84,Individual,,Yes
18633,2755,2014,TX,23891,HIOS,8,2014-03-19 07:06:49,23891,TX,TXS001,Service Area - ALPHA - TX,No,48007.0,No,,,16,,,
3609,3609,2016,ND,76852,HIOS,2,2015-07-09 13:17:42,76852,ND,NDS001,North Dakota,Yes,,,,,13,,,
6788,6788,2016,WI,94529,HIOS,6,2015-11-14 04:47:21,94529,WI,WIS001,GHC-SCW Individual HMO Service Area,No,55027.0,No,,,15,,,
32388,7636,2015,TX,32673,HIOS,12,2014-12-09 03:57:54,32673,TX,TXS007,Corpus Christi,No,48355.0,No,,,22,,,
1267,1267,2016,GA,82824,HIOS,8,2015-10-18 12:35:12,82824,GA,GAS010,OA POS_Georgia_Off Exchange,No,13119.0,No,,,106,,,
34790,10038,2015,IL,67807,SERFF,3,2014-11-15 10:06:04,67807,IL,ILS004,Service Area 4,No,17171.0,No,,,53,Individual,,No
8509,8509,2016,AR,60559,SERFF,2,2015-08-27 03:52:03,60559,AR,ARS001,PPO,No,5023.0,No,,,13,Individual,Yes,
17599,1721,2014,PA,59656,HIOS,6,2014-01-21 08:29:49,59656,PA,PAS001,PA DHMO LEBAN Exchange,No,42075.0,No,,,34,,,
19402,3524,2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,Springfield,No,29009.0,No,,,22,Individual,,No
29284,4532,2015,NJ,72667,HIOS,2,2014-08-05 13:28:44,72667,NJ,NJS001,New Jersey,Yes,,,,,13,,,
20558,4680,2014,ID,60597,SERFF,9,2013-10-16 19:58:29,60597,ID,IDS001,SmartAlliance Network,No,16085.0,No,,,21,SHOP (Small Group),,No
5882,5882,2016,TX,23891,HIOS,7,2015-08-26 09:56:12,23891,TX,TXS001,DHMO,No,48093.0,No,,,47,,,
39413,14661,2015,NE,50022,SERFF,2,2014-09-05 06:40:30,50022,NE,NES001,Service Area 1,No,31011.0,No,,,17,SHOP (Small Group),,Yes
29818,5066,2015,PA,15614,HIOS,5,2014-08-07 10:00:19,15614,PA,PAS001,DDS DHMO PA,No,42017.0,No,,,16,,,
28130,3378,2015,MO,44527,HIOS,8,2014-10-05 17:13:14,44527,MO,MOS001,CoventryOne Silver/Bronze Exchange PPO Network,No,29173.0,No,,,58,,,
8133,8133,2016,TX,33602,OPM,6,2015-11-21 06:31:07,33602,TX,TXS264,Blue Advantage HMO,No,48393.0,No,,,125,Individual,No,
37609,12857,2015,MI,41183,SERFF,1,2014-08-08 13:45:50,41183,MI,MIS001,Michigan,No,26001.0,No,,,13,SHOP (Small Group),,Yes
35999,11247,2015,KS,63790,SERFF,6,2014-11-04 20:29:03,63790,KS,KSS001,Service Area 1,No,20167.0,No,,,81,SHOP (Small Group),,Yes
4012,4012,2016,PA,15614,HIOS,4,2015-10-21 05:00:18,15614,PA,PAS001,DDS DHMO,No,42051.0,No,,,22,,,
1114,1114,2016,GA,63940,HIOS,4,2015-08-19 14:41:20,63940,GA,GAS001,DentalGuard Preferred Group & Individual PPO,No,13229.0,No,,,93,,,
28725,3973,2015,NC,11512,HIOS,9,2015-01-16 17:32:32,11512,NC,NCS004,Blue Select Target,No,37001.0,No,,,50,,,
24713,8835,2014,VA,88380,SERFF,7,2014-03-17 13:54:37,88380,VA,VAS001,"HealthKeepers, Inc (Anthem BCBS)",No,51037.0,No,,,32,SHOP (Small Group),,No
14223,14223,2016,UT,68781,SERFF,4,2015-08-27 03:52:03,68781,UT,UTS002,Select Med,No,49017.0,No,,,19,Individual,No,
12122,12122,2016,MI,98185,SERFF,4,2015-08-22 23:36:24,98185,MI,MIS001,BCN Commercial,No,26017.0,No,,,19,Individual,No,
37233,12481,2015,MI,35700,SERFF,4,2014-09-11 12:10:19,35700,MI,MIS001,Service Area 1,No,26007.0,No,,,16,SHOP (Small Group),,Yes
2630,2630,2016,MO,44527,HIOS,3,2015-08-11 02:55:25,44527,MO,MOS001,CoventryOne Silver/Bronze Exchange PPO Network,No,29151.0,No,,,51,,,
1102,1102,2016,GA,63940,HIOS,4,2015-08-19 14:41:20,63940,GA,GAS001,DentalGuard Preferred Group & Individual PPO,No,13199.0,No,,,81,,,
31645,6893,2015,TN,90402,HIOS,4,2014-08-27 03:27:11,90402,TN,TNS001,DentalGuard Preferred PPO - TN,No,47067.0,No,,,43,,,
4824,4824,2016,PA,64844,HIOS,6,2015-08-26 09:56:12,64844,PA,PAS004,OA HMO_Pennsylvania,No,42055.0,No,,,47,,,
32556,7804,2015,TX,33602,HIOS,7,2015-02-19 06:21:02,33602,TX,TXS262,Blue Advantage HMO,No,48149.0,No,,,163,,,
16882,1004,2014,MO,32753,HIOS,16,2014-03-19 07:06:49,32753,MO,MOS001,Outstate,No,29199.0,No,,,84,,,
31605,6853,2015,TN,82120,HIOS,19,2015-01-16 17:32:32,82120,TN,TNS006,Tennesse PPO,No,47153.0,No,,,130,,,
38750,13998,2015,MI,75936,SERFF,2,2014-08-09 13:12:30,75936,MI,MIS002,Renaissance,No,26111.0,No,,,66,SHOP (Small Group),,Yes
17206,1328,2014,NC,11512,HIOS,9,2014-01-29 08:00:05,11512,NC,NCS003,Blue Value W,No,37141.0,No,,,37,,,
706,706,2016,GA,43802,HIOS,8,2015-11-18 07:25:09,43802,GA,GAS001,GA IEX Compass,No,13021.0,No,,,23,,,
30565,5813,2015,PA,45127,HIOS,8,2015-06-19 13:25:37,45127,PA,PAS002,CBC Service Area 21,No,42133.0,No,,,53,,,
14532,14532,2016,VA,20507,SERFF,14,2015-10-21 17:48:08,20507,VA,VAS001,OHP Service Area,No,51063.0,No,,,42,Individual,No,
9036,9036,2016,IL,36096,SERFF,23,2015-11-19 07:02:40,36096,IL,ILS023,BlueCare Direct,No,17097.0,No,,,35,Individual,No,
7567,7567,2016,KS,18558,OPM,3,2015-11-18 10:26:26,18558,KS,KSS201,Blue Cross and Blue Shield of Kansas Service Area,No,20017.0,No,,,21,Individual,No,
14037,14037,2016,OR,60013,SERFF,6,2015-08-20 12:28:36,60013,OR,ORS001,Oregon,No,41047.0,No,,,24,SHOP (Small Group),Yes,
39104,14352,2015,NE,19524,SERFF,10,2014-11-14 14:52:18,19524,NE,NES001,Service Area 1,No,31027.0,No,,,18,Individual,,No
5258,5258,2016,PA,84496,HIOS,2,2015-07-03 02:33:58,84496,PA,PAS001,Pennsylvania,No,42005.0,No,,,15,,,
12519,12519,2016,NE,29678,SERFF,5,2015-09-25 06:20:33,29678,NE,NES003,PPO Outside Metro,No,31073.0,No,,,53,Individual,No,
40779,16027,2015,SD,34765,SERFF,6,2014-11-14 14:52:18,34765,SD,SDS001,PPO,Yes,,,,,13,Individual,,Yes
26598,1846,2015,GA,89942,HIOS,7,2015-02-19 06:21:02,89942,GA,GAS001,Small Group,No,13035.0,No,,,15,,,
37132,12380,2015,MI,29698,SERFF,11,2015-05-22 14:18:43,29698,MI,MIS003,POS Service Area,No,26135.0,No,,,136,Individual,,No
33618,8866,2015,WI,91058,HIOS,2,2014-08-06 08:27:55,91058,WI,WIS001,GundersenOne,No,55011.0,No,,,20,,,
22751,6873,2014,MI,98185,SERFF,8,2014-01-22 11:51:12,98185,MI,MIS003,Rural,No,26023.0,No,,,111,Individual,,No
33832,9080,2015,MO,32753,OPM,7,2014-12-12 12:37:36,32753,MO,MOS201,Healthy Alliance Life Co(Anthem BCBS)All,No,29211.0,No,,,90,Individual,,No
33745,8993,2015,MI,41895,OPM,6,2015-01-23 12:43:55,41895,MI,MIS201,CMI Preferred PPO,No,26155.0,No,,,76,SHOP (Small Group),,No
11454,11454,2016,MI,63631,SERFF,5,2015-08-27 03:52:03,63631,MI,MIS002,MI SHOP Choice,No,26135.0,No,,,149,SHOP (Small Group),No,
40792,16040,2015,SD,60536,SERFF,6,2014-10-28 20:25:58,60536,SD,SDS002,Avera Health Plans Preferred,No,46083.0,No,,,18,Individual,,No
41368,16616,2015,VA,20507,SERFF,14,2014-11-15 10:06:04,20507,VA,VAS001,OHP Service Area,No,51790.0,No,,,122,Individual,,No
16457,579,2014,GA,93332,HIOS,8,2014-01-16 07:24:04,93332,GA,GAS001,Georgia NPOS,No,13223.0,No,,,49,,,
21947,6069,2014,MI,66587,SERFF,3,2013-09-11 14:31:09,66587,MI,MIS001,DentalGuard Preferred,No,26097.0,No,,,56,SHOP (Small Group),,Yes
23890,8012,2014,VA,16064,SERFF,6,2014-06-23 15:22:56,16064,VA,VAS001,Anthem Health Plans of VA (Anthem BCBS),No,51740.0,No,,,94,SHOP (Small Group),,Yes
39370,14618,2015,NE,29678,SERFF,5,2014-11-10 10:02:31,29678,NE,NES003,PPO Outside Metro,No,31125.0,No,,,79,Individual,,No
30357,5605,2015,PA,72299,HIOS,9,2015-01-16 17:32:32,72299,PA,PAS001,Pennsylvania,No,42117.0,No,,,66,,,
4861,4861,2016,PA,67430,HIOS,2,2015-07-10 02:19:03,67430,PA,PAS001,29C Dental Advantage,No,42005.0,No,,,14,,,
7579,7579,2016,KS,18558,OPM,3,2015-11-18 10:26:26,18558,KS,KSS201,Blue Cross and Blue Shield of Kansas Service Area,No,20041.0,No,,,33,Individual,No,
17822,1944,2014,OK,53524,HIOS,6,2013-11-26 13:14:08,53524,OK,OKS001,CH&L-OK PPO,No,40149.0,No,,,26,,,
27960,3208,2015,MO,34762,HIOS,9,2015-01-17 03:15:53,34762,MO,MOS001,Missouri,No,29061.0,No,,,23,,,
4997,4997,2016,TN,14002,HIOS,5,2015-10-20 04:38:50,14002,TN,TNS009,Network E - Chatt/Knox/Mem,No,47097.0,No,,,137,,,
32907,8155,2015,TX,91716,HIOS,9,2014-09-06 03:39:47,91716,TX,TXS001,OAMC_Texas,No,48339.0,No,,,49,,,
9077,9077,2016,IL,36096,SERFF,23,2015-11-19 07:02:40,36096,IL,ILS054,Blue Choice Preferred PPO,No,17177.0,No,,,55,SHOP (Small Group),No,
29163,4411,2015,ND,39364,HIOS,7,2014-12-10 11:54:40,39364,ND,NDS001,MIC Choice Passport,No,38099.0,No,,,58,,,
16558,680,2014,IN,50816,HIOS,9,2013-11-26 13:14:08,50816,IN,INS001,Physicians Health Plan,No,18103.0,No,,,37,,,
40961,16209,2015,VA,15668,SERFF,9,2014-09-09 16:12:42,15668,VA,VAS001,Piedmont Service Area,No,51029.0,No,,,17,SHOP (Small Group),,No
41211,16459,2015,VA,20507,SERFF,14,2014-11-15 10:06:04,20507,VA,VAS001,OHP Service Area,No,51590.0,No,,,44,SHOP (Small Group),,No
40383,15631,2015,OR,25486,SERFF,10,2014-11-14 14:52:18,25486,OR,ORS001,Oregon,No,41053.0,No,,,24,Individual,,Yes
22449,6571,2014,MI,41895,SERFF,10,2014-01-22 11:51:12,41895,MI,MIS050,Chippewa,No,26033.0,No,,,34,SHOP (Small Group),,No
11976,11976,2016,MI,75936,SERFF,4,2015-08-24 05:58:52,75936,MI,MIS002,Renaissance,No,26161.0,No,,,34,Individual,Yes,
24294,8416,2014,VA,88380,SERFF,7,2014-03-17 13:54:37,88380,VA,VAS001,"HealthKeepers, Inc (Anthem BCBS)",No,51059.0,Yes,"20120, 20121, 20122, 20124, 20151, 20153, 20170, 20171, 20172, 20190, 20191, 20192, 20194, 20195, 20196, 22030, 22033, 22035, 22039, 22066, 22067, 22079, 22095, 22096, 22101, 22102, 22103, 22106, 22107, 22108, 22109, 22124, 22180, 22181, 22182, 22183, 22199",Only licensed to service these zip codes,129,Individual,,No
28963,4211,2015,NC,56346,HIOS,8,2015-01-17 03:15:53,56346,NC,NCS004,HMO_Carelink Duke,No,37001.0,No,,,27,,,
32716,7964,2015,TX,40788,HIOS,6,2014-11-13 10:25:37,40788,TX,TXS001,SWHP HMO Service Area,No,48471.0,No,,,66,,,
8561,8561,2016,DE,48664,SERFF,5,2015-08-22 23:36:24,48664,DE,DES001,PPO,Yes,,,,,13,Individual,Yes,
10721,10721,2016,MI,29698,SERFF,6,2015-10-21 17:48:08,29698,MI,MIS001,HMO Service Area,No,26123.0,No,,,61,Individual,No,
27276,2524,2015,IN,91842,HIOS,4,2014-11-09 04:38:15,91842,IN,INS004,Service Area 4,No,18039.0,No,,,65,,,
35234,10482,2015,KS,18558,SERFF,3,2014-09-05 06:40:30,18558,KS,KSS001,Blue Cross and Blue Shield of Kansas Service Area,No,20035.0,No,,,30,SHOP (Small Group),,No
12181,12181,2016,MI,98185,SERFF,4,2015-08-22 23:36:24,98185,MI,MIS001,BCN Commercial,No,26081.0,No,,,48,Individual,No,
17626,1748,2014,PA,33709,HIOS,8,2014-03-19 07:06:49,33709,PA,PAS003,Zone 3 - West,No,42121.0,No,,,69,,,
31911,7159,2015,TX,23891,HIOS,10,2014-11-15 04:52:41,23891,TX,TXS001,DHMO,No,48475.0,No,,,194,,,
40855,16103,2015,SD,61214,SERFF,4,2014-10-28 20:25:58,61214,SD,SDS001,Service Area 1,No,46083.0,No,,,41,SHOP (Small Group),,Yes
27974,3222,2015,MO,34762,HIOS,9,2015-01-17 03:15:53,34762,MO,MOS001,Missouri,No,29165.0,No,,,37,,,
35764,11012,2015,KS,61430,SERFF,10,2014-12-10 23:15:01,61430,KS,KSS002,PPO_Kansas City_Tiered_On Exchange,No,20103.0,No,,,115,Individual,,No
36787,12035,2015,MI,35700,SERFF,4,2014-09-11 12:10:19,35700,MI,MIS001,Service Area 1,No,26163.0,No,,,81,Individual,,Yes
31918,7166,2015,TX,23891,HIOS,10,2014-11-15 04:52:41,23891,TX,TXS001,DHMO,No,48491.0,No,,,201,,,
39247,14495,2015,NV,34996,SERFF,11,2014-12-10 23:15:01,34996,NV,NVS003,Frontier Nevada,No,32027.0,No,,,27,SHOP (Small Group),,No
22408,6530,2014,MI,41895,SERFF,10,2014-01-22 11:51:12,41895,MI,MIS050,Wayne,No,26163.0,No,,,14,SHOP (Small Group),,No
15780,15780,2016,VA,95185,SERFF,12,2015-08-27 03:52:03,95185,VA,VAS001,Service Area 001,No,51683.0,No,,,26,SHOP (Small Group),No,
15404,15404,2016,VA,88380,SERFF,24,2015-10-21 17:48:08,88380,VA,VAS001,"HealthKeepers, Inc(Anthem BCBS)All",No,51720.0,No,,,98,SHOP (Small Group),No,
5061,5061,2016,PA,70194,HIOS,10,2015-11-14 04:47:21,70194,PA,PAS006,Zone F - Central,No,42077.0,No,,,111,,,
9894,9894,2016,KS,27811,SERFF,6,2015-08-25 12:56:34,27811,KS,KSS001,Blue Cross and Blue Shield of Kansas Service Area,No,20049.0,No,,,37,SHOP (Small Group),No,
676,676,2016,FL,85019,HIOS,3,2015-07-11 04:19:24,85019,FL,FLS001,Florida Exchange,No,12117.0,No,,,40,,,
12054,12054,2016,MI,75936,SERFF,4,2015-08-24 05:58:52,75936,MI,MIS002,Renaissance,No,26125.0,No,,,73,SHOP (Small Group),Yes,
20472,4594,2014,IA,77638,SERFF,5,2013-11-27 09:24:34,77638,IA,IAS001,Iowa,No,19155.0,No,,,13,SHOP (Small Group),,No
30960,6208,2015,PA,84496,HIOS,2,2014-08-07 10:00:19,84496,PA,PAS001,Pennsylvania,No,42051.0,No,,,36,,,
10169,10169,2016,ME,96667,SERFF,3,2015-08-23 14:39:40,96667,ME,MES002,Maine's Choice,No,23015.0,No,,,19,Individual,No,
33237,8485,2015,MI,41895,OPM,6,2015-01-23 12:43:55,41895,MI,MIS201,CMI Preferred PPO,No,26069.0,No,,,40,Individual,,No
22112,6234,2014,MI,29241,SERFF,7,2014-03-18 09:48:59,29241,MI,MIS001,PHIC Service Area,No,26127.0,No,,,65,SHOP (Small Group),,No
34267,9515,2015,WI,79475,OPM,6,2015-02-20 08:57:57,79475,WI,WIS201,Compcare Health Serv Ins Co(Anthem BCBS)All,No,55135.0,No,,,31,Individual,,No
20921,5043,2014,IL,36096,SERFF,10,2014-01-22 11:51:12,36096,IL,ILS003,Blue Precision HMO,No,17043.0,No,,,34,SHOP (Small Group),,No
28335,3583,2015,MO,48786,HIOS,4,2014-08-27 03:27:11,48786,MO,MOS001,DentalGuard Preferred PPO- MO,No,29111.0,No,,,62,,,
28744,3992,2015,NC,11512,HIOS,9,2015-01-16 17:32:32,11512,NC,NCS004,Blue Select Target,No,37097.0,No,,,69,,,
22353,6475,2014,NE,29678,SERFF,4,2013-10-15 10:04:03,29678,NE,NES002,SelectBlue,No,31055.0,No,,,17,Individual,,No
24937,185,2015,AL,28732,HIOS,2,2014-08-05 13:28:44,28732,AL,ALS001,Alabama,Yes,,,,,13,,,
18982,3104,2014,TX,26539,HIOS,5,2013-11-25 12:40:15,26539,TX,TXS001,FirstCare HMO Service Area,No,48211.0,No,,,60,,,
16389,511,2014,GA,89942,HIOS,7,2014-01-17 09:36:20,89942,GA,GAS001,Small Group,No,13231.0,No,,,41,,,
11065,11065,2016,MI,38791,SERFF,3,2015-08-22 23:36:24,38791,MI,MIS001,Michigan,No,26123.0,No,,,73,SHOP (Small Group),Yes,
12974,12974,2016,OH,20126,SERFF,9,2015-08-23 14:39:40,20126,OH,OHS001,HealthSpan Integrated Care,No,39035.0,No,,,13,Individual,No,
7762,7762,2016,MO,32753,OPM,5,2015-08-25 12:56:34,32753,MO,MOS201,Healthy Alliance Life Co(Anthem BCBS)All,No,29223.0,No,,,95,Individual,No,
18958,3080,2014,TX,26539,HIOS,5,2013-11-25 12:40:15,26539,TX,TXS001,FirstCare HMO Service Area,No,48107.0,No,,,36,,,
40702,15950,2015,OR,95417,SERFF,9,2014-12-10 23:15:01,95417,OR,ORS001,TCHP Service Area,No,41039.0,No,,,22,Individual,,Yes
12657,12657,2016,NE,50022,SERFF,3,2015-08-22 23:36:24,50022,NE,NES001,NE Service Area,No,31099.0,No,,,52,Individual,Yes,
8824,8824,2016,IL,20129,SERFF,7,2015-09-25 06:20:33,20129,IL,ILS001,Health Alliance Elite Service Area,No,17099.0,No,,,58,Individual,No,
23962,8084,2014,VA,16064,SERFF,6,2014-06-23 15:22:56,16064,VA,VAS001,Anthem Health Plans of VA (Anthem BCBS),No,51153.0,No,,,130,SHOP (Small Group),,Yes
1952,1952,2016,IN,76179,HIOS,5,2015-10-22 04:38:36,76179,IN,INS001,Ambetter from MHS,No,18141.0,No,,,37,,,
5117,5117,2016,PA,70406,HIOS,2,2015-07-03 02:33:58,70406,PA,PAS001,Pennsylvania,No,42055.0,No,,,37,,,
41803,17051,2015,VA,54965,SERFF,7,2014-09-09 16:12:42,54965,VA,VAS002,DDS PPO VA,No,51740.0,No,,,79,SHOP (Small Group),,Yes
22584,6706,2014,MI,98185,SERFF,8,2014-01-22 11:51:12,98185,MI,MIS002,PCP Focus Group,No,26077.0,No,,,14,SHOP (Small Group),,No
3720,3720,2016,NJ,91762,HIOS,8,2015-11-18 07:25:09,91762,NJ,NJS004,Community Advantage,No,34005.0,No,,,35,,,
29808,5056,2015,OK,98905,HIOS,5,2014-11-11 04:41:18,98905,OK,OKS002,CommunityCare Classic,No,40113.0,No,,,31,,,
33574,8822,2015,WI,84670,HIOS,8,2015-04-22 11:06:15,84670,WI,WIS001,East,No,55101.0,No,,,28,,,
19300,3422,2014,KS,18558,OPM,1,2013-09-25 15:48:46,18558,KS,KSS001,Blue Cross and Blue Shield of Kansas,No,20061.0,No,,,43,Individual,,No
41666,16914,2015,VA,40308,SERFF,11,2014-08-25 07:14:59,40308,VA,VAS001,NoVa,No,51153.0,Yes,"22125, 22191, 22192, 22194",see upload for VAS001 Justification,19,Individual,,Yes
38343,13591,2015,MI,98185,SERFF,5,2015-04-30 14:45:44,98185,MI,MIS001,BCN Commercial,No,26045.0,No,,,32,SHOP (Small Group),,No
