,Unnamed: 0,BusinessYear,StateCode,IssuerId,SourceName,VersionNum,ImportDate,IssuerId2,StateCode2,StandardComponentId,PlanId,BenefitName,CopayInnTier1,CopayInnTier2,CopayOutofNet,CoinsInnTier1,CoinsInnTier2,CoinsOutofNet,IsEHB,IsStateMandate,IsCovered,QuantLimitOnSvc,LimitQty,LimitUnit,MinimumStay,Exclusions,Explanation,EHBVarReason,IsExclFromInnMOOP,IsExclFromOonMOOP,RowNumber,IsSubjToDedTier1,IsSubjToDedTier2
461800,461800,2016,OK,87571,HIOS,10,2015-08-26 09:56:12,87571,OK,87571OK0300001,87571OK0300001-00,Basic Dental Care - Child,Not Applicable,Not Applicable,Not Applicable,No Charge after deductible,Not Applicable,No Charge after deductible,Yes,,Covered,,,,,,Pediatric Dental will be embedded in the SG plans,,No,No,110,,
3681535,712413,2015,PA,22444,HIOS,11,11/14/2014 5:23,22444,PA,22444PA0010005,22444PA0010005-01,Home Health Care Services,$0,$0,$0,No Charge,No Charge,100%,Yes,,Covered,Yes,60.0,Visit(s) per Year,,Precertification required for out of network care.,,,No,No,74,No,No
3760226,791104,2015,SC,49532,HIOS,20,1/16/2015 17:32,49532,SC,49532SC0380020,49532SC0380020-02,Mental/Behavioral Health Inpatient Services,$0,,$0,0%,,0%,Yes,,Covered,,,,,Residental treatment centers; long-term or chronic care,,Other Law/Regulation,No,No,85,Yes,Yes
2120358,316105,2014,MO,32753,HIOS,16,2014-03-19 07:06:49,32753,MO,32753MO0770012,32753MO0770012-03,Inpatient Physician and Surgical Services,No Charge,,No Charge,0% Coinsurance after deductible,,30% Coinsurance after deductible,Yes,,Covered,No,,,,,,Substantially Equal,No,No,78,Yes,No
3282551,313429,2015,FL,86382,HIOS,6,2/19/2015 6:21,86382,FL,86382FL0020014,86382FL0020014-03,Weight Loss Programs,,,,,,,,,Not Covered,,,,,,,,,,101,,
3783658,814536,2015,PA,55957,HIOS,7,2/14/2015 7:15,55957,PA,55957PA0050049,55957PA0050049-00,Mental/Behavioral Health Outpatient Services,No Charge,,No Charge after deductible,No Charge after deductible,,20% Coinsurance after deductible,Yes,,Covered,No,,,,,,Other Law/Regulation,No,No,84,Yes,Yes
4829785,1860663,2015,UT,27619,SERFF,8,1/22/2015 16:02,27619,UT,27619UT0010024,27619UT0010024-03,Outpatient Rehabilitation Services,No Charge,,No Charge,50% Coinsurance after deductible,,100%,Yes,,Covered,Yes,20.0,Visit(s) per Year,,,"Limit combined with Physical, Occupational and Speech Therapies and Habilitation.  Prior authorization required.",Substantially Equal,No,No,92,Yes,Yes
361195,361195,2016,MS,48963,HIOS,7,2015-08-27 11:14:25,48963,MS,48963MS0500021,48963MS0500021-05,Urgent Care Centers or Facilities,$25,Not Applicable,Not Applicable,Not Applicable,Not Applicable,40% Coinsurance after deductible,Yes,,Covered,No,,,,,,,No,No,73,,
2357921,553668,2014,TX,55409,HIOS,12,2013-10-15 07:27:56,55409,TX,55409TX0020017,55409TX0020017-00,Basic Dental Care - Child,,,,,,,Yes,,Not Covered,,,,,,,Dental Only Plan Available,No,No,110,No,No
3805335,836213,2015,PA,64844,HIOS,7,9/6/2014 3:39,64844,PA,64844PA0050012,64844PA0050012-02,Urgent Care Centers or Facilities,$0,,$0,No Charge,,100%,Yes,,Covered,,,,,No coverage for non-urgent care.,,,No,No,73,Yes,No
1536856,1536856,2016,OH,23340,SERFF,9,2015-08-27 03:52:03,23340,OH,23340OH0010010,23340OH0010010-03,Inpatient Rehabilitation Facilities - Inpatient Services,Not Applicable,,Not Applicable,25% Coinsurance after deductible,,100%,,,Covered,,,,,,,Additional EHB Benefit,No,No,131,,
1719205,1719205,2016,UT,68781,SERFF,4,2015-08-27 03:52:03,68781,UT,68781UT0030005,68781UT0030005-04,Infertility Treatment,,,,,,,,,Not Covered,,,,,,,,,,69,,
2707809,903556,2014,MI,29241,SERFF,7,2014-03-18 09:48:59,29241,MI,29241MI0270061,29241MI0270061-03,Basic Dental Care - Adult,,,,,,,,,Not Covered,,,,,,,,,,113,,
1820868,16615,2014,AZ,23307,HIOS,8,2014-01-16 07:24:04,23307,AZ,23307AZ0400013,23307AZ0400013-05,Mastectomy/Breast Reconstruction,No Charge,,$0,20% Coinsurance after deductible,,100%,,,Covered,No,,,,,,Additional EHB Benefit,No,No,138,Yes,Yes
1295935,1295935,2016,IL,58288,SERFF,8,2015-08-28 13:59:00,58288,IL,58288IL0380025,58288IL0380025-00,Dental Anesthesia,Not Applicable,,Not Applicable,No Charge after deductible,,100%,Yes,Yes,Covered,No,,,,,,,No,No,130,,
4842691,1873569,2015,OH,28162,SERFF,4,9/11/2014 12:10,28162,OH,28162OH0060045,28162OH0060045-01,Non-Preferred Brand Drugs,No Charge,,No Charge,35%,,35%,Yes,,Covered,No,,,,,,,No,No,90,No,No
392432,392432,2016,NC,56891,HIOS,5,2015-08-18 03:25:03,56891,NC,56891NC0060001,56891NC0060001-00,Orthodontia - Child,No Charge,No Charge,No Charge,50%,50%,50%,Yes,,Covered,,,,,,,,No,Yes,111,,
2082508,278255,2014,IN,85320,HIOS,7,2014-01-21 08:29:49,85320,IN,85320IN0010067,85320IN0010067-02,Prenatal and Postnatal Care,$0,$0,$0,0%,0%,100%,Yes,,Covered,No,,,,Services related to surrogacy if member is not the surrogate.,"Maternity care, maternity-related checkups, and delivery of the baby in the hospital are covered.",Substantially Equal,No,No,82,No,No
3928378,959256,2015,TX,33602,HIOS,7,2/19/2015 6:21,33602,TX,33602TX0460050,33602TX0460050-01,Off Label Prescription Drugs,No Charge,,No Charge,20% Coinsurance after deductible,,100%,,Yes,Covered,,,,,,Covered per state mandate.  Refer to policy book for requirements.,Substantially Equal,No,No,131,Yes,Yes
4236686,1267564,2015,WI,91058,HIOS,2,8/6/2014 8:27,91058,WI,91058WI0050007,91058WI0050007-03,Acupuncture,,,,,,,,,,,,,,,,,,,100,,
121435,121435,2016,FL,27357,HIOS,4,2015-10-20 04:38:50,27357,FL,27357FL1880021,27357FL1880021-01,Dental Anesthesia,Not Applicable,,Not Applicable,0% Coinsurance after deductible,,100%,Yes,Yes,Covered,No,,,,,,,No,Yes,131,,
3972856,1003734,2015,TX,33602,HIOS,7,2/19/2015 6:21,33602,TX,33602TX0460157,33602TX0460157-03,Laboratory Outpatient and Professional Services,No Charge,,No Charge,No Charge after deductible,,100%,Yes,,Covered,,,,,,,,No,No,108,Yes,Yes
892867,892867,2016,WI,37833,HIOS,3,2015-08-26 09:56:12,37833,WI,37833WI0540003,37833WI0540003-02,Reconstructive Surgery,$0,,Not Applicable,0%,,100%,Yes,Yes,Covered,,,,,,,,No,Yes,128,,
763954,763954,2016,TX,33602,HIOS,8,2015-08-26 09:56:12,33602,TX,33602TX0470278,33602TX0470278-01,Inherited Metabolic Disorder - PKU,Not Applicable,Not Applicable,Not Applicable,20% Coinsurance after deductible,Not Applicable,100%,Yes,Yes,Covered,,,,,,,,No,No,129,,
4318545,1349423,2015,IA,18973,SERFF,8,11/13/2014 16:11,18973,IA,18973IA0220017,18973IA0220017-02,Mental/Behavioral Health Outpatient Services,$0,,$0,No Charge,,No Charge,Yes,,Covered,,,,,Ded waived /visits 1-5; ded applies / visits 6+,,Above EHB,No,No,84,No,No
4284382,1315260,2015,ME,48396,OPM,7,1/30/2015 9:51,48396,ME,48396ME0930003,48396ME0930003-06,Cosmetic Surgery,,,,,,,,,,,,,,,,,,,80,,
664984,664984,2016,TN,99248,HIOS,7,2015-08-25 05:06:23,99248,TN,99248TN0060003,99248TN0060003-06,"Congenital Anomaly, including Cleft Lip/Palate",Not Applicable,,Not Applicable,10% Coinsurance after deductible,,100%,Yes,Yes,Covered,,,,,,,,No,No,134,,
1375431,1375431,2016,MI,29698,SERFF,6,2015-10-21 17:48:08,29698,MI,29698MI0540026,29698MI0540026-00,Basic Dental Care - Child,,,,,,,,,Not Covered,,,,,,,,,,110,,
1705035,1705035,2016,UT,68781,SERFF,4,2015-08-27 03:52:03,68781,UT,68781UT0010001,68781UT0010001-03,Non-Emergency Care When Traveling Outside the U.S.,,,,,,,,,Not Covered,,,,,,,,,,67,,
2420184,615931,2014,WI,52697,HIOS,5,2013-10-15 07:27:56,52697,WI,52697WI0010002,52697WI0010002-06,Hearing Aids,No Charge,,$0,10%,,100%,Yes,Yes,Covered,Yes,1.0,Item(s) per 3 Years,,,limited to cochlear implants,Substantially Equal,No,No,96,No,No
3131085,161963,2015,FL,51398,HIOS,10,1/16/2015 17:32,51398,FL,51398FL0650012,51398FL0650012-02,Non-Preferred Brand Drugs,$0,$0,$0,0%,0%,0%,Yes,,Covered,No,,,,Eligible medical expenses are those listed in the Preferred Medical Plan services contract.,,,No,Yes,90,Yes,Yes
3796952,827830,2015,TN,60299,HIOS,6,11/9/2014 4:38,60299,TN,60299TN0210017,60299TN0210017-01,Dental Check-Up for Children,No Charge,,No Charge,No Charge,,No Charge,Yes,,Covered,Yes,1.0,Visit(s) per 6 Months,,,,,No,No,104,No,No
3974405,1005283,2015,TX,33602,HIOS,7,2/19/2015 6:21,33602,TX,33602TX0470002,33602TX0470002-00,Brain Injury,No Charge,,No Charge,20% Coinsurance after deductible,,100%,,Yes,Covered,,,,,,,,No,No,132,Yes,Yes
3547969,578847,2015,ND,89364,HIOS,5,1/22/2015 10:35,89364,ND,89364ND0090008,89364ND0090008-01,Cosmetic Surgery,,,,,,,,,Not Covered,,,,,,,,No,No,80,Yes,Yes
31525,31525,2016,AZ,65441,HIOS,4,2015-08-23 12:37:12,65441,AZ,65441AZ0050004,65441AZ0050004-01,Accidental Dental,$0 Copay after deductible,,Not Applicable,Not Applicable,,100%,Yes,,Covered,,,,,,,,No,No,118,,
869540,869540,2016,WI,37833,HIOS,3,2015-08-26 09:56:12,37833,WI,37833WI0380020,37833WI0380020-01,Treatment for Temporomandibular Joint Disorders,$55,,Not Applicable,Not Applicable,,100%,Yes,Yes,Covered,,,,,,,,No,Yes,126,,
3234852,265730,2015,AZ,70239,HIOS,7,6/19/2015 13:25,70239,AZ,70239AZ0010043,70239AZ0010043-02,Orthodontia - Adult,$0,,$0,0%,,0%,Yes,,Covered,,,,,,,,No,No,114,Yes,Yes
417069,417069,2016,ND,89364,HIOS,8,2015-10-20 04:38:50,89364,ND,89364ND0090010,89364ND0090010-06,Nutritional Counseling,No Charge,,$0,40% Coinsurance after deductible,,100%,Yes,,Covered,No,,,,,When part of preventive care exam.,,No,No,127,,
3394486,425364,2015,MO,34762,HIOS,9,1/17/2015 3:15,34762,MO,34762MO0170004,34762MO0170004-01,Emergency Transportation/Ambulance,No Charge,No Charge,No Charge,10% Coinsurance after deductible,10% Coinsurance after deductible,10% Coinsurance after deductible,Yes,,Covered,No,,,,,Covered Services include transportation by an air Ambulance only when it is Medically Necessary to utilize an air Ambulance and will be limited to transportation to the nearest facility where appropriate treatment can be obtained.,Substantially Equal,No,No,76,Yes,Yes
4224112,1254990,2015,WI,87416,HIOS,8,11/14/2014 5:23,87416,WI,87416WI0010012,87416WI0010012-04,Preventive Care/Screening/Immunization,$0,,No Charge,No Charge,,50% Coinsurance after deductible,Yes,Yes,Covered,,,,,,,,No,No,98,No,No
3315507,346385,2015,GA,93332,HIOS,10,9/29/2014 21:43,93332,GA,93332GA0710041,93332GA0710041-02,Reconstructive Surgery,$0,,$0,0%,,0%,,,Covered,No,,,,,After mastectomy,Additional EHB Benefit,No,No,128,Yes,Yes
1359608,1359608,2016,ME,96667,SERFF,3,2015-08-23 14:39:40,96667,ME,96667ME0260004,96667ME0260004-02,X-rays and Diagnostic Imaging,$0,$0,$0,0%,0%,100%,Yes,,Covered,,,,,,,Substantially Equal,No,Yes,109,,
1237347,1237347,2016,IL,36096,SERFF,23,2015-11-19 07:02:40,36096,IL,36096IL0950009,36096IL0950009-02,Eye Glasses for Children,$0,,Not Applicable,0%,,100%,Yes,,Covered,Yes,1.0,Item(s) per Year,,,"Frames are available from a selection of covered frames.  If a person selects a frame that is not included in the frame selection they are responsible for the difference in cost between the network provider reimbursement amount and the retail price of the frame selected.  When purchasing Out of Network, reimbursements are available.  See benefit book for full details.",Substantially Equal,No,No,103,,
2996709,27587,2015,GA,20544,HIOS,5,11/12/2014 5:24,20544,GA,20544GA0200041,20544GA0200041-02,Off Label Prescription Drugs - Non-Preferred Brand,No Charge,,No Charge,No Charge,,No Charge,,,Covered,,,,,,,Additional EHB Benefit,No,No,140,No,No
4641237,1672115,2015,MI,41895,SERFF,8,2/22/2015 21:18,41895,MI,41895MI0010003,41895MI0010003-03,Cosmetic Surgery,,,,,,,,,Not Covered,,,,,,,Substantially Equal,No,No,80,No,No
1372860,1372860,2016,MI,29698,SERFF,6,2015-10-21 17:48:08,29698,MI,29698MI0540018,29698MI0540018-05,Hospice Services,Not Applicable,,Not Applicable,30% Coinsurance after deductible,,100%,Yes,,Covered,Yes,45.0,Days per Year,,,"Up to 45 days per year when received in a hospice care facility. This limit is combined with skilled nursing care facility, subacute facility, inpatient rehabilitation care facility services.",Substantially Equal,No,Yes,66,,
948992,948992,2016,WI,52697,HIOS,9,2015-11-18 07:25:09,52697,WI,52697WI0010002,52697WI0010002-06,Preventive Drugs,$0,,Not Applicable,Not Applicable,,100%,,,Covered,No,,,,,,Additional EHB Benefit,No,No,140,,
2992070,22948,2015,GA,20544,HIOS,5,11/12/2014 5:24,20544,GA,20544GA0200029,20544GA0200029-06,Preventive Care/Screening/Immunization,No Charge,,No Charge,No Charge,,40% Coinsurance after deductible,Yes,Yes,Covered,,,,,,,,No,No,98,No,No
3364422,395300,2015,LA,19636,HIOS,8,12/6/2014 5:18,19636,LA,19636LA0220005,19636LA0220005-00,Chemotherapy,No Charge,,No Charge,20% Coinsurance after deductible,,40% Coinsurance after deductible,,,Covered,No,,,,,,Additional EHB Benefit,No,No,121,Yes,No
932679,932679,2016,WI,47342,HIOS,10,2015-08-26 09:56:12,47342,WI,47342WI0050014,47342WI0050014-03,Habilitation Services,Not Applicable,,Not Applicable,0% Coinsurance after deductible,,100%,Yes,Yes,Covered,,,,,,Prior Authorization Required,,No,No,93,,
1493203,1493203,2016,NM,57173,SERFF,7,2015-10-21 17:48:08,57173,NM,57173NM0310004,57173NM0310004-05,Allergy Testing,Not Applicable,,Not Applicable,20% Coinsurance after deductible,,100%,,,Covered,,,,,,,Above EHB,No,No,120,,
187948,187948,2016,GA,49046,HIOS,16,2015-08-25 05:06:23,49046,GA,49046GA0410017,49046GA0410017-03,Major Dental Care - Adult,,,,,,,,,,,,,,,,,,,115,,
2397551,593298,2014,WI,38345,HIOS,10,2014-01-16 07:24:04,38345,WI,38345WI0010051,38345WI0010051-03,Specialist Visit,$60,,$0,No Charge,,100%,Yes,,Covered,No,,,,,,,No,No,62,No,No
3888432,919310,2015,TX,32673,HIOS,12,12/9/2014 3:57,32673,TX,32673TX0640026,32673TX0640026-01,Acupuncture,,,,,,,,,Not Covered,,,,,,,,,,100,,
2637355,833102,2014,IL,36096,SERFF,10,2014-01-22 11:51:12,36096,IL,36096IL0790004,36096IL0790004-00,Laboratory Outpatient and Professional Services,No Charge,,No Charge,20% Coinsurance after deductible,,40% Coinsurance after deductible,Yes,,Covered,,,,,,,,No,No,108,Yes,Yes
3174687,205565,2015,FL,56503,HIOS,7,11/15/2014 4:52,56503,FL,56503FL2040001,56503FL2040001-05,Specialist Visit,$40,,$0,No Charge,,100%,Yes,,Covered,,,,,"Additional cost share may apply for Allergy Shots, Injections and Infusions.","Additional cost share may apply for Allergy Shots, Injections and Infusions.",Substantially Equal,No,No,62,No,No
4487968,1518846,2015,IL,79763,SERFF,4,11/20/2014 15:54,79763,IL,79763IL0520002,79763IL0520002-00,Reconstructive Surgery,No Charge,No Charge,No Charge,20% Coinsurance after deductible,45% Coinsurance after deductible,50% Coinsurance after deductible,,Yes,Covered,,,,,,"Only for surgery due to injury to an Insured Person or to correct birth defects, scars, tumors or diseases in an Insured Dependent child.",Substantially Equal,No,No,128,Yes,Yes
272282,272282,2016,IN,54192,HIOS,6,2015-10-21 05:00:18,54192,IN,54192IN0010004,54192IN0010004-04,"Inpatient Hospital Services (e.g., Hospital Stay)",$300 Copay per Stay after deductible,,Not Applicable,Not Applicable,,100%,Yes,Yes,Covered,,,,,,"Quantitative limit units apply, see EHB benchmark.",Substantially Equal,No,No,77,,
3555319,586197,2015,NJ,91762,HIOS,6,7/22/2015 9:15,91762,NJ,91762NJ0070001,91762NJ0070001-01,Private-Duty Nursing,No Charge,,No Charge,50% Coinsurance after deductible,,100%,Yes,,Covered,No,,,,,Only covered under Home Health Care Services (see Home Health Care for other limits/conditions).,Other Law/Regulation,No,No,71,Yes,No
895537,895537,2016,WI,37833,HIOS,3,2015-08-26 09:56:12,37833,WI,37833WI0540014,37833WI0540014-02,Preventive Care/Screening/Immunization,$0,,Not Applicable,0%,,100%,Yes,Yes,Covered,,,,,,,,No,Yes,98,,
3246612,277490,2015,FL,77150,HIOS,8,1/21/2015 9:35,77150,FL,77150FL1100006,77150FL1100006-00,Acupuncture,,,,,,,,,Not Covered,,,,,,,,,,100,,
4322930,1353808,2015,IA,18973,SERFF,8,11/13/2014 16:11,18973,IA,18973IA0250002,18973IA0250002-04,Outpatient Surgery Physician/Surgical Services,No Charge,,No Charge,30% Coinsurance after deductible,,50% Coinsurance after deductible,Yes,,Covered,,,,,,,,No,No,65,Yes,No
4367483,1398361,2015,IL,36096,SERFF,10,2/22/2015 21:18,36096,IL,36096IL0790020,36096IL0790020-06,Cosmetic Surgery,No Charge,,No Charge,No Charge after deductible,,No Charge after deductible,Yes,,Covered,,,,,,"Covered only for the correction of congenital deformities or for conditions resulting from accidental injuries, scars, tumors, or diseases",Substantially Equal,No,No,80,Yes,Yes
1620434,1620434,2016,OH,77552,SERFF,11,2015-10-21 17:48:08,77552,OH,77552OH0010130,77552OH0010130-01,Allergy Testing,Not Applicable,,Not Applicable,40% Coinsurance after deductible,,100%,Yes,,Covered,,,,,,,,No,No,120,,
2667761,863508,2014,IL,96601,SERFF,7,2014-01-22 11:51:12,96601,IL,96601IL0170003,96601IL0170003-03,"Outpatient Facility Fee (e.g.,  Ambulatory Surgery Center)",$250 Copay before deductible,,$250 Copay before deductible,30% Coinsurance after deductible,,50% Coinsurance after deductible,Yes,,Covered,No,,,,,,,No,No,64,Yes,No
2376967,572714,2014,WI,37833,HIOS,6,2013-11-23 14:44:18,37833,WI,37833WI0370013,37833WI0370013-04,Mental Health Other,No Charge,,$0,30% Coinsurance after deductible,,100%,,Yes,Covered,,,,,,,Additional EHB Benefit,No,Yes,132,Yes,Yes
1123407,1123407,2016,TX,33602,OPM,6,2015-11-21 06:31:07,33602,TX,33602TX0780068,33602TX0780068-03,Radiation,Not Applicable,Not Applicable,Not Applicable,30% Coinsurance after deductible,Not Applicable,50% Coinsurance after deductible,Yes,,Covered,,,,,,,Additional EHB Benefit,No,No,122,,
2398594,594341,2014,WI,38345,HIOS,10,2014-01-16 07:24:04,38345,WI,38345WI0010058,38345WI0010058-06,"Inpatient Hospital Services (e.g., Hospital Stay)",$0 Copay per Day,,$0,0% Coinsurance after deductible,,100%,Yes,Yes,Covered,No,,,,"Take home drugs and supplies dispensed by the hospital, unless a written prescription is obtained and filled at a plan pharmacy; hospital stays that are extended for reasons other than medical necessity; a continued hospital stay, if the attending physician has documented that care could effectively be provided in a less acute care setting; any surgical treatment or hospitalization for the treatment of morbid obesity; separate charges for personal comfort or convenience items;",,,No,No,77,Yes,Yes
3089807,120685,2015,GA,45495,HIOS,8,2/19/2015 6:21,45495,GA,45495GA0030012,45495GA0030012-02,Private-Duty Nursing,,,,,,,,,Not Covered,,,,,,,,,,71,,
3080124,111002,2015,GA,45495,HIOS,8,2/19/2015 6:21,45495,GA,45495GA0010009,45495GA0010009-04,Radiation,$0 Copay after deductible,,$0,No Charge,,100%,Yes,,Covered,,,,,,,,No,No,122,Yes,Yes
840392,840392,2016,TX,66252,HIOS,7,2015-10-21 05:00:18,66252,TX,66252TX0030004,66252TX0030004-02,Emergency Transportation/Ambulance,$0,,$0,0%,,100%,Yes,,Covered,,,,,,,,No,No,76,,
2422680,618427,2014,WI,57845,HIOS,3,2013-09-02 11:39:25,57845,WI,57845WI0010006,57845WI0010006-03,Primary Care Visit to Treat an Injury or Illness,$60,,No Charge,No Charge,,50% Coinsurance after deductible,Yes,,Covered,,,,,,,,No,No,61,No,No
4978798,2009676,2015,OH,74313,SERFF,3,9/11/2014 12:10,74313,OH,74313OH0210005,74313OH0210005-02,Specialty Drugs,$0,,$0,0%,,0%,Yes,,Covered,,,,,,,,No,No,91,No,No
4117955,1148833,2015,WI,58326,HIOS,5,9/6/2014 3:39,58326,WI,58326WI0070008,58326WI0070008-01,Nutritional Counseling,$20,,No Charge,No Charge,,100%,,,Covered,,,,,,,Above EHB,No,No,127,No,No
795595,795595,2016,TX,33602,HIOS,8,2015-08-26 09:56:12,33602,TX,33602TX0770061,33602TX0770061-02,Treatment for Temporomandibular Joint Disorders,$0,$0,$0,0%,0%,0%,Yes,,Covered,,,,,,,Additional EHB Benefit,No,No,126,,
4556482,1587360,2015,MT,23603,SERFF,7,12/11/2014 11:35,23603,MT,23603MT0160005,23603MT0160005-04,Routine Dental Services (Adult),,,,,,,,,Not Covered,,,,,,,,,,68,,
2822054,1017801,2014,OH,41047,SERFF,2,2013-09-02 14:52:56,41047,OH,41047OH0010009,41047OH0010009-01,Weight Loss Programs,,,,,,,,,Not Covered,,,,,,,,,,101,,
